DATA_VENDA,ANO,MES,DIA,CANAL,QTD_VENDAS,QTD_CLIENTES,RECEITA_TOTAL
2025-08-27,2025.0,8.0,27.0,LOJA FÍSICA,302956.0,257984.0,23973028.849999998
2025-05-06,2025.0,5.0,6.0,LOJA FÍSICA,337794.0,281755.0,27353545.81
2025-05-12,2025.0,5.0,12.0,LOJA FÍSICA,333112.0,277831.0,26691678.92
2025-07-17,2025.0,7.0,17.0,LOJA FÍSICA,277860.0,228951.0,21724730.509999998
2025-07-10,2025.0,7.0,10.0,LOJA FÍSICA,317348.0,265772.0,25820381.160000004
2025-01-08,2025.0,1.0,8.0,LOJA FÍSICA,343234.0,277851.0,27004907.089999996
2026-02-05,2026.0,2.0,5.0,LOJA FÍSICA,343857.0,284854.0,28144528.23
2025-10-09,2025.0,10.0,9.0,LOJA FÍSICA,332532.0,284217.0,26267160.14
2025-03-10,2025.0,3.0,10.0,LOJA FÍSICA,346310.0,286650.0,26980874.320000004
2025-06-22,2025.0,6.0,22.0,LOJA FÍSICA,226304.0,178491.0,16288651.55
2026-03-12,2026.0,3.0,12.0,LOJA FÍSICA,325002.0,272030.0,25996419.82
2026-02-01,2026.0,2.0,1.0,LOJA FÍSICA,256078.0,202775.0,17825212.1
2025-04-11,2025.0,4.0,11.0,LOJA FÍSICA,309418.0,254372.0,23427929.229999997
2025-09-21,2025.0,9.0,21.0,LOJA FÍSICA,234549.0,187822.0,15796559.889999999
2025-11-13,2025.0,11.0,13.0,OUTROS,3509.0,3452.0,282251.01
2025-02-01,2025.0,2.0,1.0,APP,2661.0,2541.0,283873.57
2025-01-28,2025.0,1.0,28.0,LOJA FÍSICA,283750.0,225608.0,21248724.41
2025-10-27,2025.0,10.0,27.0,LOJA FÍSICA,305801.0,257245.0,23086376.089999996
2025-02-17,2025.0,2.0,17.0,LOJA FÍSICA,284618.0,229086.0,21131123.959999997
2026-02-22,2026.0,2.0,22.0,TELEVENDAS,2019.0,1935.0,219650.7
2025-08-15,2025.0,8.0,15.0,LOJA FÍSICA,319784.0,268703.0,24597256.13
2025-04-23,2025.0,4.0,23.0,LOJA FÍSICA,301979.0,248598.0,22981265.29
2026-04-19,2026.0,4.0,19.0,LOJA FÍSICA,261959.0,200831.0,17218365.56
2026-04-04,2026.0,4.0,4.0,LOJA FÍSICA,382039.0,313082.0,28258381.959999997
2025-03-15,2025.0,3.0,15.0,LOJA FÍSICA,332529.0,265631.0,23421377.32
2025-10-18,2025.0,10.0,18.0,LOJA FÍSICA,308509.0,238827.0,22396474.68
2025-11-16,2025.0,11.0,16.0,LOJA FÍSICA,246805.0,194125.0,16920506.85
2025-12-15,2025.0,12.0,15.0,LOJA FÍSICA,322932.0,264832.0,25631388.069999997
2025-03-06,2025.0,3.0,6.0,TELEVENDAS,4579.0,4329.0,820378.08
2026-01-19,2026.0,1.0,19.0,LOJA FÍSICA,317183.0,262894.0,25343751.73
2025-09-25,2025.0,9.0,25.0,TELEVENDAS,3455.0,3305.0,567404.1
2025-12-10,2025.0,12.0,10.0,TELEVENDAS,4360.0,4176.0,694700.1200000001
2026-03-07,2026.0,3.0,7.0,LOJA FÍSICA,403114.0,335950.0,31926951.029999997
2025-06-28,2025.0,6.0,28.0,TELEVENDAS,3793.0,3677.0,470077.80000000005
2025-03-21,2025.0,3.0,21.0,TELEVENDAS,3822.0,3609.0,587644.32
2025-11-06,2025.0,11.0,6.0,SITE,3936.0,3677.0,1380610.1900000002
2025-12-23,2025.0,12.0,23.0,APP,5024.0,4794.0,920815.77
2026-03-03,2026.0,3.0,3.0,APP,5772.0,5550.0,899536.3600000001
2025-05-21,2025.0,5.0,21.0,TELEVENDAS,4474.0,4255.0,707038.9800000001
2025-07-22,2025.0,7.0,22.0,OUTROS,3096.0,3050.0,248689.88
2026-04-23,2026.0,4.0,23.0,APP,5384.0,5220.0,952097.9299999999
2026-04-13,2026.0,4.0,13.0,OUTROS,4444.0,4400.0,345337.05
2026-01-18,2026.0,1.0,18.0,OUTROS,4340.0,4264.0,334684.98999999993
2025-11-03,2025.0,11.0,3.0,OUTROS,4451.0,4377.0,381241.25
2025-02-25,2025.0,2.0,25.0,OUTROS,3164.0,3098.0,261883.24
2025-09-24,2025.0,9.0,24.0,APP,3819.0,3689.0,649124.54
2025-03-24,2025.0,3.0,24.0,OUTROS,2712.0,2675.0,222211.27
2026-04-18,2026.0,4.0,18.0,OUTROS,5975.0,5896.0,477432.04000000004
2025-03-10,2025.0,3.0,10.0,APP,3312.0,3163.0,373027.44000000006
2025-06-27,2025.0,6.0,27.0,LOJA FÍSICA,321927.0,265742.0,24641231.23
2025-07-22,2025.0,7.0,22.0,LOJA FÍSICA,311154.0,256303.0,23674982.410000004
2026-03-19,2026.0,3.0,19.0,LOJA FÍSICA,313789.0,256826.0,24930659.94
2025-07-11,2025.0,7.0,11.0,LOJA FÍSICA,330268.0,274766.0,26354399.7
2025-08-22,2025.0,8.0,22.0,LOJA FÍSICA,300878.0,247723.0,22767725.0
2025-10-14,2025.0,10.0,14.0,LOJA FÍSICA,311708.0,265902.0,24854110.83
2026-02-03,2026.0,2.0,3.0,LOJA FÍSICA,330583.0,275461.0,27464140.33
2025-04-17,2025.0,4.0,17.0,LOJA FÍSICA,357921.0,294018.0,29214478.51
2025-11-09,2025.0,11.0,9.0,TELEVENDAS,2289.0,2171.0,262447.19
2025-07-27,2025.0,7.0,27.0,LOJA FÍSICA,199831.0,156172.0,13222875.0
2025-05-17,2025.0,5.0,17.0,LOJA FÍSICA,336509.0,259606.0,24218311.56
2025-03-12,2025.0,3.0,12.0,LOJA FÍSICA,308685.0,254795.0,24988312.41
2025-12-14,2025.0,12.0,14.0,LOJA FÍSICA,267308.0,207619.0,18069111.02
2025-12-24,2025.0,12.0,24.0,LOJA FÍSICA,402476.0,328682.0,32182677.73
2025-03-17,2025.0,3.0,17.0,OUTROS,2726.0,2687.0,213441.94999999998
2025-01-26,2025.0,1.0,26.0,LOJA FÍSICA,228736.0,171835.0,14421362.23
2025-10-24,2025.0,10.0,24.0,LOJA FÍSICA,322774.0,268823.0,24318298.63
2025-12-16,2025.0,12.0,16.0,LOJA FÍSICA,336573.0,278297.0,27291215.78
2025-06-25,2025.0,6.0,25.0,LOJA FÍSICA,311659.0,256757.0,23663732.59
2025-12-24,2025.0,12.0,24.0,OUTROS,3785.0,3716.0,301776.88999999996
2026-01-03,2026.0,1.0,3.0,LOJA FÍSICA,322159.0,257307.0,24327876.83
2026-01-18,2026.0,1.0,18.0,LOJA FÍSICA,242233.0,188161.0,16428640.39
2025-10-12,2025.0,10.0,12.0,LOJA FÍSICA,252776.0,206060.0,17361178.28
2026-02-03,2026.0,2.0,3.0,APP,5256.0,5038.0,958335.9500000001
2026-03-07,2026.0,3.0,7.0,OUTROS,6586.0,6472.0,546378.14
2025-03-05,2025.0,3.0,5.0,APP,3538.0,3405.0,409916.56000000006
2025-11-21,2025.0,11.0,21.0,LOJA FÍSICA,350245.0,285583.0,26327916.419999998
2025-10-12,2025.0,10.0,12.0,OUTROS,3880.0,3829.0,287612.83999999997
2026-04-06,2026.0,4.0,6.0,TELEVENDAS,4175.0,4009.0,663758.74
2026-01-08,2026.0,1.0,8.0,APP,5268.0,5058.0,910409.9500000001
2025-02-05,2025.0,2.0,5.0,TELEVENDAS,4009.0,3807.0,686106.8600000001
2026-02-05,2026.0,2.0,5.0,APP,5730.0,5486.0,968336.1699999999
2025-03-07,2025.0,3.0,7.0,OUTROS,3534.0,3478.0,285558.8
2025-12-12,2025.0,12.0,12.0,TELEVENDAS,3673.0,3515.0,642092.7400000001
2026-01-15,2026.0,1.0,15.0,TELEVENDAS,3476.0,3324.0,605488.83
2025-03-31,2025.0,3.0,31.0,SITE,2446.0,2326.0,413417.81000000006
2025-10-12,2025.0,10.0,12.0,APP,2872.0,2770.0,383477.13000000006
2025-11-24,2025.0,11.0,24.0,TELEVENDAS,4237.0,3961.0,739432.51
2026-01-06,2026.0,1.0,6.0,APP,5068.0,4886.0,872027.9600000002
2025-07-12,2025.0,7.0,12.0,APP,3454.0,3319.0,437929.41000000003
2025-11-09,2025.0,11.0,9.0,APP,3396.0,3234.0,457094.51
2026-01-14,2026.0,1.0,14.0,SITE,2632.0,2526.0,512579.01
2025-03-16,2025.0,3.0,16.0,APP,2454.0,2345.0,268442.22
2026-04-14,2026.0,4.0,14.0,SITE,2508.0,2442.0,433425.69999999995
2025-04-06,2025.0,4.0,6.0,OUTROS,3656.0,3589.0,290150.87000000005
2026-03-17,2026.0,3.0,17.0,SITE,2032.0,1978.0,361366.18
2025-07-07,2025.0,7.0,7.0,SITE,2459.0,2399.0,372262.06000000006
2025-12-13,2025.0,12.0,13.0,OUTROS,3955.0,3883.0,305743.91
2025-07-18,2025.0,7.0,18.0,APP,4253.0,4088.0,577899.46
2026-04-23,2026.0,4.0,23.0,OUTROS,5288.0,5217.0,415457.20999999996
2025-06-12,2025.0,6.0,12.0,APP,3740.0,3626.0,555110.0
2025-11-12,2025.0,11.0,12.0,OUTROS,3430.0,3385.0,272140.87
2025-09-20,2025.0,9.0,20.0,TELEVENDAS,2791.0,2686.0,365819.0299999999
2026-03-06,2026.0,3.0,6.0,TELEVENDAS,4534.0,4327.0,871845.35
2025-10-18,2025.0,10.0,18.0,OUTROS,4096.0,4037.0,316325.8300000001
2026-01-02,2026.0,1.0,2.0,OUTROS,3814.0,3750.0,298984.87
2026-03-29,2026.0,3.0,29.0,TELEVENDAS,2352.0,2219.0,294928.43
2026-03-11,2026.0,3.0,11.0,TELEVENDAS,3982.0,3806.0,652507.82
2025-12-04,2025.0,12.0,4.0,SITE,2296.0,2232.0,532763.65
2025-12-06,2025.0,12.0,6.0,OUTROS,4818.0,4732.0,400037.69
2025-06-24,2025.0,6.0,24.0,TELEVENDAS,4642.0,4442.0,718959.9400000002
2025-04-30,2025.0,4.0,30.0,TELEVENDAS,4327.0,4113.0,708833.48
2025-06-11,2025.0,6.0,11.0,APP,4166.0,4000.0,570651.47
2025-04-08,2025.0,4.0,8.0,OUTROS,3058.0,3008.0,262219.63
2025-10-04,2025.0,10.0,4.0,APP,3899.0,3730.0,673612.8999999999
2026-03-09,2026.0,3.0,9.0,SITE,2497.0,2430.0,500281.5
2025-04-01,2025.0,4.0,1.0,APP,3704.0,3524.0,491756.63
2026-03-23,2026.0,3.0,23.0,OUTROS,5114.0,5039.0,427173.93999999994
2026-01-08,2026.0,1.0,8.0,TELEVENDAS,3881.0,3719.0,674632.52
2025-09-12,2025.0,9.0,12.0,OUTROS,3399.0,3348.0,255406.43999999997
2025-11-24,2025.0,11.0,24.0,SITE,3208.0,2964.0,637181.3
2025-07-26,2025.0,7.0,26.0,SITE,1488.0,1441.0,270132.25000000006
2025-07-04,2025.0,7.0,4.0,APP,4761.0,4543.0,705522.7699999999
2026-04-16,2026.0,4.0,16.0,APP,5747.0,5557.0,914979.1900000001
2025-02-07,2025.0,2.0,7.0,SITE,2082.0,2012.0,276831.44
2025-01-22,2025.0,1.0,22.0,SITE,1868.0,1818.0,244405.28999999998
2025-10-07,2025.0,10.0,7.0,APP,4431.0,4278.0,751763.61
2026-04-09,2026.0,4.0,9.0,OUTROS,5029.0,4958.0,420739.93
2025-02-10,2025.0,2.0,10.0,APP,2987.0,2857.0,301252.61
2026-02-13,2026.0,2.0,13.0,TELEVENDAS,3799.0,3589.0,626829.4099999999
2025-03-22,2025.0,3.0,22.0,TELEVENDAS,3279.0,3109.0,439894.16000000003
2025-02-06,2025.0,2.0,6.0,TELEVENDAS,4218.0,4050.0,698167.5700000001
2025-03-24,2025.0,3.0,24.0,APP,2945.0,2834.0,319780.5
2025-07-02,2025.0,7.0,2.0,APP,4442.0,4246.0,576386.01
2025-05-25,2025.0,5.0,25.0,SITE,1404.0,1383.0,205542.32
2025-08-08,2025.0,8.0,8.0,APP,4276.0,4084.0,648202.43
2026-04-24,2026.0,4.0,24.0,OUTROS,5678.0,5614.0,457207.77
2025-09-15,2025.0,9.0,15.0,APP,4418.0,4218.0,566816.64
2025-07-05,2025.0,7.0,5.0,OUTROS,3962.0,3913.0,324642.88
2025-11-01,2025.0,11.0,1.0,TELEVENDAS,3087.0,2948.0,447496.34
2025-04-20,2025.0,4.0,20.0,OUTROS,2999.0,2940.0,212881.63
2025-08-19,2025.0,8.0,19.0,APP,3496.0,3381.0,474528.23000000004
2025-02-17,2025.0,2.0,17.0,OUTROS,2878.0,2828.0,229106.72
2025-12-14,2025.0,12.0,14.0,APP,2990.0,2890.0,434758.03
2026-02-18,2026.0,2.0,18.0,APP,4694.0,4529.0,831810.6400000001
2026-01-30,2026.0,1.0,30.0,APP,5426.0,5184.0,899306.5599999999
2026-03-27,2026.0,3.0,27.0,TELEVENDAS,3861.0,3649.0,735425.6300000001
2026-03-08,2026.0,3.0,8.0,APP,4653.0,4463.0,557163.09
2025-01-12,2025.0,1.0,12.0,APP,1780.0,1675.0,182431.25
2025-07-20,2025.0,7.0,20.0,APP,3047.0,2943.0,355276.75
2026-02-27,2026.0,2.0,27.0,OUTROS,4410.0,4352.0,347138.92
2025-09-19,2025.0,9.0,19.0,OUTROS,3306.0,3253.0,259249.83999999997
2025-06-21,2025.0,6.0,21.0,APP,3952.0,3757.0,981474.1
2025-02-11,2025.0,2.0,11.0,OUTROS,2920.0,2852.0,242839.03999999998
2025-10-08,2025.0,10.0,8.0,OUTROS,3937.0,3895.0,312918.97
2025-07-12,2025.0,7.0,12.0,TELEVENDAS,3562.0,3415.0,465300.64
2025-10-28,2025.0,10.0,28.0,APP,3400.0,3280.0,487920.42000000004
2025-07-28,2025.0,7.0,28.0,SITE,1987.0,1949.0,361399.92
2025-02-24,2025.0,2.0,24.0,APP,2663.0,2569.0,303786.95
2026-01-20,2026.0,1.0,20.0,APP,4685.0,4521.0,737329.4199999999
2025-01-30,2025.0,1.0,30.0,SITE,1812.0,1771.0,229358.8
2025-12-13,2025.0,12.0,13.0,SITE,1194.0,1154.0,259855.30000000005
2025-06-12,2025.0,6.0,12.0,LOJA FÍSICA,315020.0,259157.0,24393450.689999998
2025-11-01,2025.0,11.0,1.0,LOJA FÍSICA,327107.0,266497.0,24456917.87
2025-12-26,2025.0,12.0,26.0,LOJA FÍSICA,369202.0,304555.0,29260084.500000004
2026-04-14,2026.0,4.0,14.0,LOJA FÍSICA,320378.0,265544.0,25065415.43
2026-01-06,2026.0,1.0,6.0,TELEVENDAS,3740.0,3570.0,679074.02
2025-04-29,2025.0,4.0,29.0,TELEVENDAS,3881.0,3654.0,642856.2
2025-02-26,2025.0,2.0,26.0,TELEVENDAS,3981.0,3792.0,770110.59
2026-04-15,2026.0,4.0,15.0,TELEVENDAS,4172.0,3967.0,629183.1100000001
2026-03-31,2026.0,3.0,31.0,APP,7773.0,7320.0,1635545.1099999999
2025-04-22,2025.0,4.0,22.0,TELEVENDAS,3901.0,3716.0,628238.48
2025-09-02,2025.0,9.0,2.0,OUTROS,3118.0,3072.0,250527.5
2025-09-27,2025.0,9.0,27.0,OUTROS,3594.0,3535.0,277719.97
2025-10-01,2025.0,10.0,1.0,TELEVENDAS,3925.0,3756.0,776098.71
2025-06-05,2025.0,6.0,5.0,APP,4312.0,4134.0,657356.71
2025-04-15,2025.0,4.0,15.0,APP,3791.0,3609.0,427399.44
2025-05-24,2025.0,5.0,24.0,SITE,1649.0,1601.0,261469.87
2026-01-08,2026.0,1.0,8.0,OUTROS,4416.0,4347.0,362874.33
2025-01-03,2025.0,1.0,3.0,TELEVENDAS,3700.0,3498.0,579185.8300000001
2025-08-06,2025.0,8.0,6.0,TELEVENDAS,4620.0,4420.0,886385.8500000001
2025-04-08,2025.0,4.0,8.0,TELEVENDAS,4288.0,4060.0,652434.43
2025-08-21,2025.0,8.0,21.0,TELEVENDAS,4007.0,3808.0,724725.64
2026-03-26,2026.0,3.0,26.0,TELEVENDAS,3863.0,3689.0,693560.3799999999
2026-03-10,2026.0,3.0,10.0,APP,6126.0,5814.0,1014866.67
2025-09-18,2025.0,9.0,18.0,TELEVENDAS,3556.0,3416.0,531679.79
2025-10-10,2025.0,10.0,10.0,APP,4603.0,4383.0,1006576.6400000001
2025-09-23,2025.0,9.0,23.0,APP,3644.0,3518.0,588352.32
2025-04-27,2025.0,4.0,27.0,SITE,1251.0,1227.0,149908.24
2025-08-13,2025.0,8.0,13.0,OUTROS,3100.0,3054.0,262556.71
2025-03-26,2025.0,3.0,26.0,OUTROS,2508.0,2461.0,206990.8
2025-08-15,2025.0,8.0,15.0,TELEVENDAS,3970.0,3809.0,577596.46
2025-08-23,2025.0,8.0,23.0,TELEVENDAS,3829.0,3668.0,478043.25
2025-06-02,2025.0,6.0,2.0,OUTROS,3199.0,3156.0,277083.49
2025-05-21,2025.0,5.0,21.0,SITE,2031.0,1976.0,310372.41000000003
2025-09-05,2025.0,9.0,5.0,SITE,2443.0,2358.0,479587.84
2026-04-02,2026.0,4.0,2.0,TELEVENDAS,4233.0,4019.0,627350.7500000001
2025-08-02,2025.0,8.0,2.0,SITE,1619.0,1581.0,224196.58000000002
2026-04-19,2026.0,4.0,19.0,APP,4722.0,4541.0,623260.17
2026-02-26,2026.0,2.0,26.0,OUTROS,4169.0,4122.0,331217.68
2025-02-28,2025.0,2.0,28.0,OUTROS,3391.0,3310.0,287765.63
2025-06-06,2025.0,6.0,6.0,APP,4755.0,4554.0,799133.3
2026-01-19,2026.0,1.0,19.0,TELEVENDAS,3267.0,3129.0,517538.57
2025-11-03,2025.0,11.0,3.0,APP,5354.0,5061.0,724395.5900000002
2026-04-08,2026.0,4.0,8.0,TELEVENDAS,4256.0,4067.0,677917.99
2025-07-08,2025.0,7.0,8.0,APP,4136.0,3967.0,619554.8400000001
2025-07-03,2025.0,7.0,3.0,SITE,2352.0,2291.0,339097.54
2025-09-20,2025.0,9.0,20.0,OUTROS,3564.0,3521.0,266454.12
2025-10-23,2025.0,10.0,23.0,SITE,2183.0,2120.0,409890.52
2025-11-14,2025.0,11.0,14.0,OUTROS,4473.0,4379.0,367979.58999999997
2025-04-11,2025.0,4.0,11.0,OUTROS,2970.0,2922.0,243410.27000000002
2025-08-24,2025.0,8.0,24.0,APP,3059.0,2936.0,329429.78
2025-12-01,2025.0,12.0,1.0,APP,4447.0,4281.0,761443.84
2025-12-20,2025.0,12.0,20.0,OUTROS,4453.0,4379.0,356467.99000000005
2026-01-07,2026.0,1.0,7.0,OUTROS,4799.0,4721.0,410529.56999999995
2025-05-27,2025.0,5.0,27.0,TELEVENDAS,4399.0,4207.0,673904.13
2025-08-16,2025.0,8.0,16.0,OUTROS,3578.0,3533.0,286392.48
2025-08-31,2025.0,8.0,31.0,TELEVENDAS,2608.0,2495.0,313378.86000000004
2025-12-04,2025.0,12.0,4.0,OUTROS,3514.0,3460.0,280999.45
2025-07-03,2025.0,7.0,3.0,OUTROS,3574.0,3540.0,304400.77
2026-01-05,2026.0,1.0,5.0,SITE,2695.0,2613.0,666824.25
2026-05-04,2026.0,5.0,4.0,TELEVENDAS,4207.0,4012.0,711426.3999999999
2025-06-29,2025.0,6.0,29.0,SITE,1599.0,1565.0,206015.84
2025-02-12,2025.0,2.0,12.0,OUTROS,2859.0,2806.0,232268.53999999998
2025-11-12,2025.0,11.0,12.0,APP,4791.0,4554.0,915995.3900000001
2025-09-20,2025.0,9.0,20.0,SITE,1567.0,1535.0,235061.46000000002
2026-03-02,2026.0,3.0,2.0,SITE,2430.0,2367.0,398167.43000000005
2026-01-16,2026.0,1.0,16.0,APP,4681.0,4510.0,730409.91
2025-10-10,2025.0,10.0,10.0,SITE,2256.0,2159.0,573641.42
2025-09-29,2025.0,9.0,29.0,SITE,2349.0,2286.0,482693.24
2026-04-07,2026.0,4.0,7.0,SITE,2478.0,2402.0,470826.87999999995
2025-01-16,2025.0,1.0,16.0,TELEVENDAS,3654.0,3471.0,589613.07
2025-02-17,2025.0,2.0,17.0,TELEVENDAS,3887.0,3665.0,578282.75
2025-05-01,2025.0,5.0,1.0,TELEVENDAS,2749.0,2596.0,356312.62000000005
2025-11-17,2025.0,11.0,17.0,APP,5310.0,5007.0,795153.1
2025-06-01,2025.0,6.0,1.0,SITE,1407.0,1371.0,176900.75
2025-09-23,2025.0,9.0,23.0,OUTROS,3112.0,3064.0,244746.87
2025-06-10,2025.0,6.0,10.0,TELEVENDAS,4324.0,4134.0,652970.3499999999
2025-08-22,2025.0,8.0,22.0,SITE,1970.0,1905.0,387944.70000000007
2025-03-04,2025.0,3.0,4.0,OUTROS,3242.0,3186.0,254916.31
2025-02-23,2025.0,2.0,23.0,APP,2191.0,2108.0,244780.18000000002
2025-07-19,2025.0,7.0,19.0,OUTROS,3490.0,3452.0,278805.02
2025-12-24,2025.0,12.0,24.0,TELEVENDAS,2916.0,2742.0,492718.07000000007
2025-12-13,2025.0,12.0,13.0,APP,3615.0,3489.0,565467.55
2026-03-19,2026.0,3.0,19.0,TELEVENDAS,3775.0,3577.0,665533.93
2025-03-09,2025.0,3.0,9.0,SITE,1631.0,1582.0,183830.37999999998
2025-05-26,2025.0,5.0,26.0,TELEVENDAS,4323.0,4143.0,636675.71
2025-05-27,2025.0,5.0,27.0,OUTROS,3093.0,3037.0,270185.64
2025-07-21,2025.0,7.0,21.0,TELEVENDAS,4018.0,3873.0,598782.2000000001
2025-11-23,2025.0,11.0,23.0,TELEVENDAS,2011.0,1928.0,212269.92
2025-02-26,2025.0,2.0,26.0,APP,2885.0,2766.0,352392.21
2026-04-22,2026.0,4.0,22.0,SITE,2361.0,2303.0,473754.19000000006
2025-09-04,2025.0,9.0,4.0,SITE,2312.0,2243.0,430587.82
2025-06-03,2025.0,6.0,3.0,OUTROS,3237.0,3189.0,277995.57
2025-05-09,2025.0,5.0,9.0,APP,3354.0,3234.0,434859.23000000004
2025-08-05,2025.0,8.0,5.0,TELEVENDAS,4175.0,4002.0,714973.2100000001
2026-03-16,2026.0,3.0,16.0,APP,5387.0,5192.0,724580.76
2025-06-16,2025.0,6.0,16.0,APP,3987.0,3836.0,627198.8899999999
2025-11-23,2025.0,11.0,23.0,APP,3241.0,3090.0,417857.06
2025-03-23,2025.0,3.0,23.0,OUTROS,2982.0,2941.0,220779.86000000002
2026-03-28,2026.0,3.0,28.0,APP,4905.0,4713.0,770994.46
2025-01-25,2025.0,1.0,25.0,TELEVENDAS,2984.0,2833.0,410436.3900000001
2025-04-01,2025.0,4.0,1.0,OUTROS,3001.0,2935.0,280896.19
2025-03-11,2025.0,3.0,11.0,SITE,1912.0,1860.0,245840.53999999998
2025-12-08,2025.0,12.0,8.0,OUTROS,3647.0,3593.0,284518.9
2025-11-30,2025.0,11.0,30.0,TELEVENDAS,2352.0,2227.0,322540.97
2025-09-06,2025.0,9.0,6.0,SITE,1892.0,1837.0,277768.09
2025-12-20,2025.0,12.0,20.0,TELEVENDAS,3395.0,3257.0,478353.86
2025-05-23,2025.0,5.0,23.0,APP,3488.0,3352.0,468132.48
2025-05-17,2025.0,5.0,17.0,TELEVENDAS,3253.0,3083.0,431320.37
2025-09-29,2025.0,9.0,29.0,APP,3868.0,3731.0,668513.38
2026-01-07,2026.0,1.0,7.0,SITE,2859.0,2778.0,598642.3500000001
2025-07-20,2025.0,7.0,20.0,SITE,1325.0,1305.0,181527.99999999997
2025-03-22,2025.0,3.0,22.0,APP,3019.0,2866.0,329229.0
2025-08-22,2025.0,8.0,22.0,APP,3623.0,3482.0,459301.7200000001
2025-12-24,2025.0,12.0,24.0,APP,4309.0,4127.0,862828.63
2025-01-10,2025.0,1.0,10.0,APP,2729.0,2636.0,303291.16
2025-06-26,2025.0,6.0,26.0,APP,3857.0,3724.0,489849.06
2025-09-29,2025.0,9.0,29.0,TELEVENDAS,3697.0,3544.0,676097.35
2025-04-12,2025.0,4.0,12.0,APP,3343.0,3182.0,369715.57000000007
2025-05-23,2025.0,5.0,23.0,SITE,2048.0,2009.0,350841.77999999997
2025-01-04,2025.0,1.0,4.0,APP,2477.0,2384.0,247816.84
2026-01-18,2026.0,1.0,18.0,APP,3429.0,3290.0,449344.24
2025-04-23,2025.0,4.0,23.0,OUTROS,2969.0,2932.0,251760.32000000004
2025-04-14,2025.0,4.0,14.0,APP,3594.0,3377.0,408545.68
2025-09-17,2025.0,9.0,17.0,SITE,2487.0,2390.0,362359.69
2025-06-30,2025.0,6.0,30.0,SITE,2483.0,2423.0,362787.32
2025-11-01,2025.0,11.0,1.0,SITE,1481.0,1417.0,229767.14
2025-12-05,2025.0,12.0,5.0,SITE,2519.0,2442.0,609611.1
2026-04-04,2026.0,4.0,4.0,SITE,2102.0,2053.0,297670.23
2025-08-20,2025.0,8.0,20.0,SITE,2301.0,2248.0,422422.06000000006
2025-07-21,2025.0,7.0,21.0,SITE,1986.0,1938.0,295990.37999999995
2026-01-26,2026.0,1.0,26.0,SITE,2730.0,2656.0,527009.6900000001
2025-10-25,2025.0,10.0,25.0,APP,3025.0,2912.0,422677.27999999997
2025-12-14,2025.0,12.0,14.0,SITE,916.0,895.0,152247.53
2025-12-16,2025.0,12.0,16.0,SITE,1648.0,1590.0,420556.02
2026-03-24,2026.0,3.0,24.0,SITE,1842.0,1785.0,373601.19999999995
2025-03-31,2025.0,3.0,31.0,OUTROS,2497.0,2441.0,217099.93999999997
2025-12-05,2025.0,12.0,5.0,TELEVENDAS,4330.0,4104.0,808216.21
2025-07-25,2025.0,7.0,25.0,SITE,1761.0,1713.0,257632.95999999996
2025-10-15,2025.0,10.0,15.0,SITE,2778.0,2653.0,609400.0100000001
2025-10-27,2025.0,10.0,27.0,TELEVENDAS,3556.0,3396.0,528454.2699999999
2025-03-20,2025.0,3.0,20.0,OUTROS,2505.0,2471.0,202308.05000000005
2026-03-18,2026.0,3.0,18.0,APP,5682.0,5437.0,864274.6299999999
2025-02-15,2025.0,2.0,15.0,SITE,1376.0,1337.0,158783.5
2026-02-22,2026.0,2.0,22.0,OUTROS,5419.0,5306.0,434710.91000000003
2025-11-15,2025.0,11.0,15.0,SITE,1466.0,1419.0,179457.47000000003
2025-09-30,2025.0,9.0,30.0,SITE,2489.0,2413.0,554477.76
2025-06-29,2025.0,6.0,29.0,OUTROS,4072.0,4009.0,319395.71
2025-06-17,2025.0,6.0,17.0,APP,3839.0,3656.0,678620.41
2025-02-16,2025.0,2.0,16.0,APP,2232.0,2146.0,230882.73000000004
2025-11-02,2025.0,11.0,2.0,SITE,1272.0,1236.0,166850.18
2025-12-27,2025.0,12.0,27.0,SITE,2331.0,2284.0,380744.81999999995
2025-09-26,2025.0,9.0,26.0,SITE,2236.0,2180.0,392483.39
2025-06-03,2025.0,6.0,3.0,SITE,2615.0,2543.0,330375.66000000003
2025-02-02,2025.0,2.0,2.0,SITE,1168.0,1135.0,135161.88999999998
2025-02-16,2025.0,2.0,16.0,TELEVENDAS,2331.0,2196.0,248763.01
2026-04-09,2026.0,4.0,9.0,SITE,2442.0,2379.0,473105.70999999996
2025-08-28,2025.0,8.0,28.0,SITE,2193.0,2135.0,469708.51999999996
2025-02-14,2025.0,2.0,14.0,APP,2520.0,2426.0,257655.09999999998
2025-04-06,2025.0,4.0,6.0,SITE,1218.0,1197.0,155787.02000000002
2026-05-06,2026.0,5.0,6.0,APP,254.0,251.0,29547.14
2026-01-04,2026.0,1.0,4.0,APP,3511.0,3387.0,474550.45999999996
2026-01-03,2026.0,1.0,3.0,OUTROS,3666.0,3596.0,274358.88
2025-02-12,2025.0,2.0,12.0,LOJA FÍSICA,294494.0,239390.0,22828600.71
2025-03-29,2025.0,3.0,29.0,LOJA FÍSICA,321201.0,256981.0,24984998.709999997
2025-09-16,2025.0,9.0,16.0,LOJA FÍSICA,316085.0,267091.0,24396035.26
2025-01-04,2025.0,1.0,4.0,LOJA FÍSICA,314258.0,250607.0,22480529.29
